,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
1050,1050,9408.0,tt0423294,Surf's Up,Surf's Up,2007-06-08,149044513.0,85000000.0,85.0,"In the coldest place on Earth, he's the hottest thing around.","Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,1160.0,"['ColumbiaPictures', 'SonyPicturesAnimation']","['Animation', 'Comedy', 'Family']",2007,1.7534648588235293,False,False,False,False,False,False,"['ColumbiaPictures', 'SonyPicturesAnimation']",149.044513,85.0,True
1051,1051,9374.0,tt0104070,Death Becomes Her,Death Becomes Her,1992-07-30,149022650.0,55000000.0,104.0,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,1154.0,['UniversalPictures'],"['Comedy', 'Fantasy']",1992,2.7095027272727275,False,False,False,False,False,False,['UniversalPictures'],149.02265,55.0,True
1052,1052,345911.0,tt4786282,Lights Out,Lights Out,2016-07-21,148868835.0,4900000.0,81.0,You were right to be afraid of the dark.,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,2137.0,"['AtomicMonster', 'NewLineProductions', 'MatterProductions']","['Thriller', 'Mystery', 'Horror']",2016,30.381394897959183,False,False,False,False,False,False,"['AtomicMonster', 'NewLineProductions', 'MatterProductions']",148.868835,4.9,True
1053,1053,7737.0,tt0432021,Resident Evil: Extinction,Resident Evil: Extinction,2007-09-20,148412065.0,45000000.0,94.0,The Extinction Is Coming...,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.","['{iso_3166_1:AU', 'name:Australia}', '{iso_3166_1:FR', 'name:France}', '{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,2076.0,"['ScreenGems', 'ImpactPictures', 'Davis-Films', 'ConstantinFilmProduktion', 'ResidentEvilProductions']","['Horror', 'Action', 'ScienceFiction']",2007,3.298045888888889,False,False,False,False,False,False,"['ScreenGems', 'ImpactPictures', 'Davis-Films', 'ConstantinFilmProduktion', 'ResidentEvilProductions']",148.412065,45.0,True
1054,1054,4464.0,tt0329575,Seabiscuit,Seabiscuit,2003-07-22,148336445.0,87000000.0,141.0,The hopes of a nation rode on a long shot.,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,389.0,"['TouchstonePictures', 'UniversalPictures', 'SpyglassEntertainment', 'TheKennedy/MarshallCompany', 'DreamWorks']","['Drama', 'History']",2003,1.7050166091954022,False,False,False,False,False,False,"['TouchstonePictures', 'UniversalPictures', 'SpyglassEntertainment', 'TheKennedy/MarshallCompany', 'DreamWorks']",148.336445,87.0,True
1055,1055,401981.0,tt2873282,Red Sparrow,Red Sparrow,2018-02-28,147988192.0,69000000.0,140.0,Seduce. Deceive. Repeat.,"Prima ballerina, Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,3203.0,"['SoundtrackNewYork', 'CherninEntertainment', 'FilmRites', '20thCenturyFox']","['Mystery', 'Thriller']",2018,2.1447564057971014,False,False,True,False,False,False,"['SoundtrackNewYork', 'CherninEntertainment', 'FilmRites', '20thCenturyFox']",147.988192,69.0,True
1056,1056,10054.0,tt0227538,Spy Kids,Spy Kids,2001-03-18,147934180.0,35000000.0,88.0,Real spies...only smaller,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.7,1712.0,"['TroublemakerStudios', 'DimensionFilms', 'Miramax']","['Action', 'Comedy', 'Family', 'Adventure']",2001,4.226690857142857,False,False,False,False,False,False,"['TroublemakerStudios', 'DimensionFilms', 'Miramax']",147.93418,35.0,True
1057,1057,13680.0,tt0492956,The Game Plan,The Game Plan,2007-09-28,147880543.0,22000000.0,110.0,"Half his size, twice the trouble ... and she's moving in.","Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,911.0,"['MonkeyDanceProductions', 'WaltDisneyPictures', 'MayhemPictures']","['Comedy', 'Family']",2007,6.721842863636364,False,False,False,False,False,True,"['MonkeyDanceProductions', 'WaltDisneyPictures', 'MayhemPictures']",147.880543,22.0,True
1058,1058,6073.0,tt0236493,The Mexican,The Mexican,2001-03-01,147845033.0,57000000.0,123.0,Love with the safety off.,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.","['{iso_3166_1:MX', 'name:Mexico}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,710.0,"['PistoleroProductionsLLC', 'NewmarketCapitalGroup', 'LawrenceBenderProductions', 'DreamWorks']","['Action', 'Comedy', 'Crime', 'Romance']",2001,2.59377250877193,False,False,False,False,False,False,"['PistoleroProductionsLLC', 'NewmarketCapitalGroup', 'LawrenceBenderProductions', 'DreamWorks']",147.845033,57.0,True
1059,1059,41630.0,tt1411238,No Strings Attached,No Strings Attached,2011-01-21,147780440.0,25000000.0,107.0,Friendship has its benefits.,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.2,2465.0,"['KatalystFilms', 'TheMontecitoPictureCompany', 'HandsomecharlieFilms']","['Comedy', 'Romance']",2011,5.9112176,False,False,False,False,False,False,"['KatalystFilms', 'TheMontecitoPictureCompany', 'HandsomecharlieFilms']",147.78044,25.0,True
1061,1061,45612.0,tt0945513,Source Code,Source Code,2011-03-30,147332697.0,32000000.0,93.0,Make Every Second Count,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time.","['{iso_3166_1:CA', 'name:Canada}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,4330.0,"['TheMarkGordonCompany', 'VendomePictures', 'SummitEntertainment']","['Thriller', 'ScienceFiction', 'Mystery']",2011,4.60414678125,False,False,False,False,False,False,"['TheMarkGordonCompany', 'VendomePictures', 'SummitEntertainment']",147.332697,32.0,True
1062,1062,454.0,tt0117509,Romeo + Juliet,Romeo + Juliet,1996-11-01,147298761.0,14500000.0,120.0,My only love sprung from my only hate.,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.7,2594.0,"['BazmarkFilms', '20thCenturyFox']","['Drama', 'Romance']",1996,10.15853524137931,False,False,True,False,False,False,"['BazmarkFilms', '20thCenturyFox']",147.298761,14.5,True
1063,1063,9705.0,tt0244244,Swordfish,Swordfish,2001-06-07,147080413.0,102000000.0,99.0,Log On. Hack In. Go Anywhere. Get Everything.,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.","['{iso_3166_1:AU', 'name:Australia}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,1426.0,"['VillageRoadshowPictures', 'SilverPictures', 'JonathanKraneGroup', 'NPVEntertainment', 'WarnerBros.Pictures']","['Action', 'Crime', 'Thriller']",2001,1.4419648333333333,False,True,False,False,False,False,"['VillageRoadshowPictures', 'SilverPictures', 'JonathanKraneGroup', 'NPVEntertainment', 'WarnerBros.Pictures']",147.080413,102.0,True
1064,1064,274854.0,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015-10-21,146936910.0,90000000.0,106.0,Hunt forever.,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.8,2122.0,"['NeoReel', 'SummitEntertainment', 'AtmosphereEntertainmentMM', 'GoldmannPictures', 'ApertureEntertainment', 'TIKFilms', 'OneRace']","['Fantasy', 'Action', 'Adventure', 'ScienceFiction']",2015,1.6326323333333332,False,False,False,False,False,False,"['NeoReel', 'SummitEntertainment', 'AtmosphereEntertainmentMM', 'GoldmannPictures', 'ApertureEntertainment', 'TIKFilms', 'OneRace']",146.93691,90.0,True
1065,1065,665.0,tt0052618,Ben-Hur,Ben-Hur,1959-12-26,146900000.0,15000000.0,212.0,The entertainment experience of a lifetime.,"Judah Ben-Hur, a Palestinian Jew, is battling the Roman empire at the time of Christ. His actions send him and his family into slavery, but an inspirational encounter with Jesus changes everything. He finally meets his rival in a justly famous chariot race and rescues his suffering family.","['{iso_3166_1:IT', 'name:Italy}', '{iso_3166_1:LB', 'name:Lebanon}', '{iso_3166_1:MX', 'name:Mexico}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,1131.0,"['SeanDanielCompany', 'LightWorkersMedia', 'Paramount', 'Metro-Goldwyn-Mayer']","['Action', 'Adventure', 'Drama']",1959,9.793333333333333,False,False,False,False,True,False,"['SeanDanielCompany', 'LightWorkersMedia', 'Paramount', 'Metro-Goldwyn-Mayer']",146.9,15.0,True
1066,1066,271969.0,tt2638144,Ben-Hur,Ben-Hur,2016-08-17,94061311.0,100000000.0,125.0,First to finish. Last to die.,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",5.6,1041.0,"['SeanDanielCompany', 'LightWorkersMedia', 'Paramount', 'Metro-Goldwyn-Mayer']","['Action', 'Adventure', 'Drama']",2016,0.94061311,False,False,False,False,True,False,"['SeanDanielCompany', 'LightWorkersMedia', 'Paramount', 'Metro-Goldwyn-Mayer']",94.061311,100.0,True
1068,1068,873.0,tt0088939,The Color Purple,The Color Purple,1985-12-18,146292009.0,15000000.0,154.0,It's about life. It's about love. It's about us.,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa. Based on the novel by Alice Walker.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.8,663.0,"['AmblinEntertainment', 'TheGuber-PetersCompany', 'WarnerBros.Pictures']",['Drama'],1985,9.7528006,False,True,False,False,False,False,"['AmblinEntertainment', 'TheGuber-PetersCompany', 'WarnerBros.Pictures']",146.292009,15.0,True
1069,1069,9336.0,tt0087928,Police Academy,Police Academy,1984-03-22,146198896.0,4500000.0,96.0,What an Institution!,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,1085.0,"['TheLaddCompany', 'WarnerBros.Pictures']","['Comedy', 'Crime']",1984,32.488643555555555,False,True,False,False,False,False,"['TheLaddCompany', 'WarnerBros.Pictures']",146.198896,4.5,True
1070,1070,274857.0,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017-05-10,146175066.0,175000000.0,126.0,From nothing comes a King,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.5,3158.0,"['VillageRoadshowPictures', 'WeedRoadPictures', 'WigramProductions', 'SafehousePictures', 'WarnerBros.Pictures']","['Action', 'Drama', 'Fantasy']",2017,0.8352860914285715,False,True,False,False,False,False,"['VillageRoadshowPictures', 'WeedRoadPictures', 'WigramProductions', 'SafehousePictures', 'WarnerBros.Pictures']",146.175066,175.0,True
