,id,imdb_id,title,release_date,genres,revenue,budget,runtime,tagline,overview,production_companies,production_countries,vote_average,vote_count,all_companies
448,2502,tt0372183,The Bourne Supremacy,2004-07-23,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",288500217,75000000,108,They should have left him alone.,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 862, 'logo_path': '/udTjbqPmcTbfrihMuLtLcizDEM1.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}, {'id': 7384, 'logo_path': None, 'name': 'Hypnotic', 'origin_country': ''}, {'id': 11346, 'logo_path': None, 'name': 'Motion Picture THETA Produktionsgesellschaft', 'origin_country': ''}, {'id': 11347, 'logo_path': None, 'name': 'Ludlum Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7.3,4222,"['Universal Pictures', 'The Kennedy/Marshall Company', 'Hypnotic', 'Motion Picture THETA Produktionsgesellschaft', 'Ludlum Entertainment']"
449,55721,tt1478338,Bridesmaids,2011-05-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",288383523,32500000,125,Save the date,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","[{'id': 10105, 'logo_path': '/bN4tiAS8oNlHhIqq66KBPQ1Ekqh.png', 'name': 'Apatow Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.5,2686,"['Apatow Productions', 'Universal Pictures', 'Relativity Media']"
450,37786,tt1261945,Sex and the City 2,2010-05-26,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",288347692,100000000,146,Carrie on.,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 3268, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}, {'id': 7429, 'logo_path': '/6in9uMqxXEHx5XgYgkeRBpZ4rPw.png', 'name': 'HBO Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,766,"['Village Roadshow Pictures', 'New Line Cinema', 'HBO', 'HBO Films']"
451,8839,tt0112642,Casper,1995-05-26,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",287928194,50000000,100,Get an afterlife,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.","[{'id': 11098, 'logo_path': None, 'name': 'The Harvey Entertainment Company', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.2,2246,"['The Harvey Entertainment Company', 'Universal Pictures', 'Amblin Entertainment']"
452,5559,tt0389790,Bee Movie,2007-10-28,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",287594577,150000000,91,Born to bee wild.,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","[{'id': 1903, 'logo_path': None, 'name': 'Columbus 81 Productions', 'origin_country': ''}, {'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 520, 'logo_path': '/pU7YTI9FfrICurXpl5V9TfCO0oJ.png', 'name': 'Pacific Data Images (PDI)', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,2387,"['Columbus 81 Productions', 'DreamWorks Animation', 'Pacific Data Images (PDI)']"
453,2770,tt0252866,American Pie 2,2001-08-10,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",287553595,30000000,108,This Summer It's All About Sticking Together.,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2200, 'logo_path': None, 'name': 'Liveplanet', 'origin_country': ''}, {'id': 3169, 'logo_path': None, 'name': 'Zide-Perry Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,2517,"['Universal Pictures', 'Liveplanet', 'Zide-Perry Productions']"
454,254470,tt2848292,Pitch Perfect 2,2015-05-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",287506194,29000000,115,We're back pitches,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12026, 'logo_path': None, 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 12365, 'logo_path': None, 'name': 'Brownstone Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.9,3452,"['Universal Pictures', 'Gold Circle Films', 'Brownstone Productions']"
455,75612,tt1483013,Oblivion,2013-04-10,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",286168572,120000000,124,Earth is a memory worth fighting for,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 19647, 'logo_path': None, 'name': 'Monolith Pictures (III)', 'origin_country': ''}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 19648, 'logo_path': None, 'name': 'Radical Studios', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.5,6659,"['Universal Pictures', 'Relativity Media', 'Monolith Pictures (III)', 'Chernin Entertainment', 'Radical Studios']"
456,68724,tt1535108,Elysium,2013-08-07,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",286140700,115000000,109,He can save us all.,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.","[{'id': 28788, 'logo_path': None, 'name': 'Genre Films', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 2531, 'logo_path': '/pC2iDCDCvV85vOBP7a5Ukxuc0Du.png', 'name': 'Media Rights Capital', 'origin_country': 'US'}, {'id': 11029, 'logo_path': '/aEqqnFZjCW10ODE4TYQ1qkjvokr.png', 'name': 'QED International', 'origin_country': 'US'}, {'id': 18209, 'logo_path': None, 'name': 'Alpha Core', 'origin_country': ''}, {'id': 31076, 'logo_path': None, 'name': 'Simon Kinberg Productions', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.4,5255,"['Genre Films', 'TriStar Pictures', 'Media Rights Capital', 'QED International', 'Alpha Core', 'Simon Kinberg Productions', 'Sony Pictures']"
457,944,tt0122151,Lethal Weapon 4,1998-07-10,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",285444603,140000000,127,The faces you love. The action you expect.,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.","[{'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 5739, 'logo_path': None, 'name': 'Donner/Shuler-Donner Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.5,1246,"['Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros. Pictures']"
458,9522,tt0396269,Wedding Crashers,2005-07-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",285176741,40000000,119,Life's a Party. Crash It.,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.","[{'id': 1565, 'logo_path': None, 'name': 'Avery Pix', 'origin_country': ''}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 870, 'logo_path': None, 'name': 'Tapestry Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.4,2393,"['Avery Pix', 'New Line Cinema', 'Tapestry Films']"
459,336843,tt4500922,Maze Runner: The Death Cure,2018-01-10,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",284881603,62000000,144,The end will be WCKD,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.","[{'id': 3672, 'logo_path': '/5VWXJgYYrJZUE0hixvBdVfGSfmo.png', 'name': 'Gotham Group', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.1,3645,"['Gotham Group', 'Temple Hill Entertainment', '20th Century Fox']"
460,497,tt0120689,The Green Mile,1999-12-10,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",284600000,60000000,189,Miracles do happen.,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 3982, 'logo_path': None, 'name': 'Darkwoods Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,7888,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros. Pictures']"
461,49529,tt0401729,John Carter,2012-03-07,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",284139100,250000000,132,"Lost in our world, found in another.","John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.","[{'id': 2, 'logo_path': '/4MbjW4f9bu6LvlDmyIvfyuT3boj.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,3218,['Walt Disney Pictures']
462,77950,tt1860353,Turbo,2013-07-11,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",282570682,135000000,96,SLO NO MO,The tale of an ordinary garden snail who dreams of winning the Indy 500.,"[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,1677,['DreamWorks Animation']
463,634,tt0243155,Bridget Jones's Diary,2001-04-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",281929795,25000000,97,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.","[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/cifwIG2aVR1dRis6yoiilq4qeIh.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 550, 'logo_path': None, 'name': 'Little Bird', 'origin_country': 'IE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6.7,2551,"['Miramax', 'Universal Pictures', 'Working Title Films', 'StudioCanal', 'Little Bird']"
464,364,tt0103776,Batman Returns,1992-06-19,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",280000000,80000000,126,"The Bat, the Cat, the Penguin.","Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.","[{'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}, {'id': 1382, 'logo_path': '/sOg7LGESPH5vCTOIdbMhLuypoLL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6.8,3053,"['DC Comics', 'PolyGram Filmed Entertainment', 'Warner Bros. Pictures']"
465,37710,tt1243957,The Tourist,2010-12-08,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",278731369,100000000,103,It all started when he met a woman,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 682, 'logo_path': None, 'name': 'Peninsula Films', 'origin_country': ''}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 3281, 'logo_path': '/8tMybAieh64uzvm8knSjXOFX8Qc.png', 'name': 'GK Films', 'origin_country': 'GB'}, {'id': 23731, 'logo_path': None, 'name': 'Birnbaum/Barber', 'origin_country': ''}, {'id': 23732, 'logo_path': None, 'name': 'Cineroma SRL', 'origin_country': ''}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,3014,"['Columbia Pictures', 'Spyglass Entertainment', 'Peninsula Films', 'StudioCanal', 'GK Films', 'Birnbaum/Barber', 'Cineroma SRL', 'Sony Pictures']"
466,381288,tt4972582,Split,2017-01-19,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",278454358,9000000,117,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12236, 'logo_path': '/uV6QBPdn3MjQzAFdgEel6od7geg.png', 'name': 'Blinding Edge Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.2,9809,"['Universal Pictures', 'Blinding Edge Pictures', 'Blumhouse Productions']"
467,299824,tt4276752,Mojin: The Lost Legend,2015-12-18,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",278300000,37000000,127,,"At the beginning of the 1990s, famous tomb explorer Hu Bayi decided to retire and move to the United States with his girlfriend Shirley. But before his wedding, Bayi discovers his first love Ding Shitian, who supposedly had died in the ""One Hundred Cave"" 20 years ago, is actually still alive. Together with Shirley and his old exploration partner, Bayi unravels a terrible millennium-old secret...","[{'id': 17818, 'logo_path': '/a0dRBd4hPab4KjmbiIJpNwRfIVD.png', 'name': 'Beijing Enlight Pictures', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",5.9,90,['Beijing Enlight Pictures']
468,4247,tt0175142,Scary Movie,2000-07-07,"[{'id': 35, 'name': 'Comedy'}]",278019771,19000000,88,No mercy. No shame. No sequel.,"Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.","[{'id': 10958, 'logo_path': None, 'name': 'Brad Grey Pictures', 'origin_country': ''}, {'id': 1607, 'logo_path': None, 'name': 'Gold/Miller Productions', 'origin_country': ''}, {'id': 1608, 'logo_path': None, 'name': 'Wayans Bros. Entertainment', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,3172,"['Brad Grey Pictures', 'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films']"
469,7451,tt0295701,xXx,2002-08-09,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",277448382,70000000,124,A New Breed Of Secret Agent.,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/pMyhOBd3sCiLzBlmIopdJkcUFtn.png', 'name': 'Revolution Studios', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,2284,"['Columbia Pictures', 'Original Film', 'Revolution Studios']"
470,49040,tt1194173,The Bourne Legacy,2012-08-08,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",276572938,130000000,135,There Was Never Just One,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 25716, 'logo_path': None, 'name': 'Captivate Entertainment', 'origin_country': ''}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}, {'id': 862, 'logo_path': '/udTjbqPmcTbfrihMuLtLcizDEM1.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.1,3536,"['Universal Pictures', 'Relativity Media', 'Captivate Entertainment', 'Dentsu', 'The Kennedy/Marshall Company']"
471,350312,tt4849438,Baahubali 2: The Conclusion,2017-04-27,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",275947313,40000000,168,,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","[{'id': 57946, 'logo_path': '/oBMVxYVfjmirgN7tpz4CaSSTnNj.png', 'name': 'Arka Media Works', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",6.9,244,['Arka Media Works']
472,9637,tt0267913,Scooby-Doo,2002-06-14,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",275650703,84000000,88,Get a Clue,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.","[{'id': 507, 'logo_path': '/z7H707qUWigbjHnJDMfj6QITEpb.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 748, 'logo_path': None, 'name': 'Mosaic Media Group', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.7,1853,"['Atlas Entertainment', 'Mosaic Media Group', 'Warner Bros. Pictures']"
