,id,imdb_id,title,release_date,genres,revenue,budget,runtime,tagline,overview,production_companies,production_countries,vote_average,vote_count,all_companies
2159,3558,tt0172493,"Girl, Interrupted",1999-12-21,"[{'id': 18, 'name': 'Drama'}]",48350205,40000000,127,"The crazy thing is, you're not crazy.","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","[{'id': 14440, 'logo_path': None, 'name': 'Red Wagon Entertainment', 'origin_country': ''}, {'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 9269, 'logo_path': None, 'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7.6,1445,"['Red Wagon Entertainment', '3 Arts Entertainment', 'Global Entertainment Productions GmbH & Company Medien KG', 'Columbia Pictures']"
2160,459202,tt6217804,Boo 2! A Madea Halloween,2017-10-20,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",48333932,25000000,103,Peek-A-Boo.,"Madea and the gang encounter monsters, goblins and boogeymen at a haunted campground.","[{'id': 3096, 'logo_path': '/fkZTZ4veYYr3lwr2riVrVAOfeqD.png', 'name': 'Tyler Perry Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.5,349,['Tyler Perry Studios']
2161,37950,tt1438254,Charlie St. Cloud,2010-05-01,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",48190704,44000000,99,Life is for living.,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.","[{'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.9,1314,"['Marc Platt Productions', 'Universal Pictures', 'Relativity Media']"
2162,1883,tt0104797,Malcolm X,1992-11-18,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",48169908,34000000,202,,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.","[{'id': 4319, 'logo_path': None, 'name': '40 Acres & A Mule Filmworks', 'origin_country': 'US'}, {'id': 182, 'logo_path': None, 'name': 'JVC Entertainment', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.5,652,"['40 Acres & A Mule Filmworks', 'JVC Entertainment', 'Warner Bros. Pictures']"
2163,4421,tt0119173,G.I. Jane,1997-08-22,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",48169156,50000000,125,Failure is not an option.,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,"[{'id': 175, 'logo_path': '/trtXLj3zv8T9ke1Vhw4SCkkM4JJ.png', 'name': 'Caravan Pictures', 'origin_country': 'US'}, {'id': 915, 'logo_path': '/xXojkyRWFZ0JTJyjiu13ThKeFbz.png', 'name': 'Hollywood Pictures', 'origin_country': ''}, {'id': 1643, 'logo_path': None, 'name': 'First Independent Films', 'origin_country': ''}, {'id': 1644, 'logo_path': None, 'name': 'Largo Entertainment', 'origin_country': 'US'}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': ''}, {'id': 1646, 'logo_path': None, 'name': 'Trap-Two-Zero Productions', 'origin_country': ''}, {'id': 15888, 'logo_path': None, 'name': 'Moving Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.2,734,"['Caravan Pictures', 'Hollywood Pictures', 'First Independent Films', 'Largo Entertainment', 'Scott Free Productions', 'Trap-Two-Zero Productions', 'Moving Pictures']"
2164,77016,tt1855199,End of Watch,2012-09-20,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",48126384,7000000,109,Every moment of your life they stand watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,"[{'id': 47354, 'logo_path': None, 'name': '5150 Action', 'origin_country': ''}, {'id': 10405, 'logo_path': None, 'name': 'Emmett/Furla Films', 'origin_country': 'US'}, {'id': 11448, 'logo_path': '/twhX9HMUuGW4Mhb45AyWDhRqkvR.png', 'name': 'Exclusive Media', 'origin_country': 'US'}, {'id': 11449, 'logo_path': None, 'name': 'Hedge Fund Film Partners', 'origin_country': ''}, {'id': 16312, 'logo_path': None, 'name': 'Crave Films', 'origin_country': 'US'}, {'id': 46961, 'logo_path': None, 'name': 'Knightsbridge Entertainment', 'origin_country': ''}, {'id': 47169, 'logo_path': None, 'name': 'Le Grisbi Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.3,1718,"['5150 Action', 'Emmett/Furla Films', 'Exclusive Media', 'Hedge Fund Film Partners', 'Crave Films', 'Knightsbridge Entertainment', 'Le Grisbi Productions']"
2165,21539,tt0117372,The Preacher's Wife,1996-12-13,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",48093211,40000000,124,They needed help. What they got was a miracle.,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.","[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 2510, 'logo_path': None, 'name': 'Mundy Lane Entertainment', 'origin_country': ''}, {'id': 1350, 'logo_path': None, 'name': 'Parkway Productions', 'origin_country': ''}, {'id': 798, 'logo_path': '/nQgX1MOLySgug7FDONdIkht3xob.png', 'name': 'Samuel Goldwyn Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.7,103,"['Touchstone Pictures', 'Mundy Lane Entertainment', 'Parkway Productions', 'Samuel Goldwyn Company']"
2166,107811,tt1711425,21 & Over,2013-03-01,"[{'id': 35, 'name': 'Comedy'}]",48065672,13000000,93,Finally.,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.","[{'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 52337, 'logo_path': None, 'name': 'SkyLand Entertainment', 'origin_country': ''}, {'id': 8852, 'logo_path': None, 'name': 'Virgin Produced', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.7,999,"['Mandeville Films', 'Relativity Media', 'SkyLand Entertainment', 'Virgin Produced']"
2167,8850,tt0111143,The Shadow,1994-07-01,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",48063435,25000000,108,The Shadow Knows!,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.","[{'id': 11393, 'logo_path': None, 'name': 'Bregman/Baer Productions', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.8,217,"['Bregman/Baer Productions', 'Universal Pictures']"
2168,1523,tt0455590,The Last King of Scotland,2006-09-01,"[{'id': 18, 'name': 'Drama'}]",48027970,6000000,121,Charming. Magnetic. Murderous.,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.","[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 245, 'logo_path': '/9oyhlRJFKrGPmhbRseNbuD9H6dN.png', 'name': 'Cowboy Films', 'origin_country': 'GB'}, {'id': 284, 'logo_path': None, 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 698, 'logo_path': None, 'name': 'Scottish Screen', 'origin_country': ''}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 20369, 'logo_path': None, 'name': 'Slate Films', 'origin_country': ''}, {'id': 20370, 'logo_path': None, 'name': 'Tatfilm', 'origin_country': ''}]","[{'iso_3166_1': 'UG', 'name': 'Uganda'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7.5,979,"['Fox Searchlight Pictures', 'Cowboy Films', 'DNA Films', 'Scottish Screen', 'UK Film Council', 'Film4 Productions', 'Slate Films', 'Tatfilm']"
2169,9605,tt0105414,Single White Female,1992-08-14,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",48017402,16000000,107,Living with a roommate can be murder.,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.2,229,['Columbia Pictures']
2170,8873,tt0108525,Wayne's World 2,1993-12-10,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",47965000,0,95,You'll laugh again! You'll cry again!! You'll hurl again!!!,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.","[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.9,464,['Paramount']
2171,28178,tt1028532,Hachi: A Dog's Tale,2009-06-13,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",47801389,16000000,93,"A true story of faith, devotion and undying love.",A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,"[{'id': 7419, 'logo_path': None, 'name': 'Scion Films', 'origin_country': ''}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 11278, 'logo_path': None, 'name': 'Inferno Distribution', 'origin_country': ''}, {'id': 66327, 'logo_path': None, 'name': 'Hachiko', 'origin_country': ''}, {'id': 1843, 'logo_path': None, 'name': 'Grand Army Entertainment', 'origin_country': ''}, {'id': 66328, 'logo_path': None, 'name': 'Opperman Viner Chrystyn Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8.0,3448,"['Scion Films', 'Stage 6 Films', 'Inferno Distribution', 'Hachiko', 'Grand Army Entertainment', 'Opperman Viner Chrystyn Entertainment']"
2172,9090,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,"[{'id': 35, 'name': 'Comedy'}]",47774193,0,105,Attitude is everything,"Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common.","[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.8,203,"['Amblin Entertainment', 'Universal Pictures']"
2173,12435,tt0489237,The Nanny Diaries,2007-08-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",47738099,20000000,106,"A comedy about life at the top, as seen from the bottom.","A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.","[{'id': 1811, 'logo_path': None, 'name': 'FilmColony', 'origin_country': ''}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.2,539,"['FilmColony', 'The Weinstein Company']"
2174,22824,tt1220198,The Fourth Kind,2009-11-06,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",47709193,10000000,98,There are four kinds of alien encounters. The fourth kind is abduction.,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.","[{'id': 63903, 'logo_path': None, 'name': 'Fourth Kind Productions', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12026, 'logo_path': None, 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 12234, 'logo_path': None, 'name': 'Chambara Pictures', 'origin_country': ''}, {'id': 26082, 'logo_path': None, 'name': 'Dead Crow Productions', 'origin_country': ''}, {'id': 859, 'logo_path': '/wK6ssskf1QaGp057lSYb6fa3Nwc.png', 'name': 'Saga Film', 'origin_country': 'BE'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.9,747,"['Fourth Kind Productions', 'Universal Pictures', 'Gold Circle Films', 'Chambara Pictures', 'Dead Crow Productions', 'Saga Film', 'Focus Features']"
2175,22538,tt0446029,Scott Pilgrim vs. the World,2010-07-27,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",47664559,60000000,112,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,"Scott Pilgrim is a 23 year old radical Canadian gamer and wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her.","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 443, 'logo_path': '/deewJi8ncCh6Sc2STL91wvZ4O5X.png', 'name': 'Big Talk Productions', 'origin_country': 'GB'}, {'id': 87733, 'logo_path': None, 'name': 'Closed on Mondays Entertainment', 'origin_country': ''}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7.3,3730,"['Universal Pictures', 'Marc Platt Productions', 'Big Talk Productions', 'Closed on Mondays Entertainment', 'Dentsu']"
2176,10952,tt0102526,New Jack City,1991-03-08,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",47624253,8500000,97,They're a new breed of gangster. The new public enemy. The new family of crime.,"A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.","[{'id': 73997, 'logo_path': None, 'name': 'Jacmac Films', 'origin_country': ''}, {'id': 37350, 'logo_path': None, 'name': 'Jackson/McHenry Company,The', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.6,204,"['Jacmac Films', 'Jackson/McHenry Company,The', 'Warner Bros. Pictures']"
2177,25793,tt0929632,Precious,2009-11-06,"[{'id': 18, 'name': 'Drama'}]",47536959,10000000,110,We are all precious,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.","[{'id': 4424, 'logo_path': None, 'name': 'Smokewood Entertainment Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.2,726,['Smokewood Entertainment Group']
2178,10229,tt0281358,A Walk to Remember,2002-01-25,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",47494916,11800000,101,It all comes down to who's by your side,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.","[{'id': 5367, 'logo_path': None, 'name': 'Gaylord Films', 'origin_country': ''}, {'id': 5329, 'logo_path': None, 'name': 'Pandora Pictures', 'origin_country': ''}, {'id': 813, 'logo_path': None, 'name': 'DiNovi Pictures', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.6,2068,"['Gaylord Films', 'Pandora Pictures', 'DiNovi Pictures', 'Warner Bros. Pictures']"
2179,1850,tt0125664,Man on the Moon,1999-12-22,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",47434430,82000000,118,"Hello, my name is Andy and this is my movie.","A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.","[{'id': 762, 'logo_path': None, 'name': 'Mutual Film Company', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.2,801,"['Mutual Film Company', 'Universal Pictures']"
2180,11135,tt0100477,The Rescuers Down Under,1990-11-16,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",47431461,37931000,77,,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.","[{'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/4MbjW4f9bu6LvlDmyIvfyuT3boj.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10282, 'logo_path': None, 'name': 'Silver Screen Partners IV', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.6,563,"['Walt Disney Animation Studios', 'Walt Disney Pictures', 'Silver Screen Partners IV']"
2181,9569,tt0099739,Hard to Kill,1990-02-09,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",47410000,10000000,96,,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death","[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 36854, 'logo_path': None, 'name': 'Lee Rich Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5.6,232,"['Warner Bros. Pictures', 'Lee Rich Productions']"
2182,25196,tt1263670,Crazy Heart,2009-12-16,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",47405566,7000000,112,"The harder the life, the sweeter the song.","When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?","[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 9325, 'logo_path': None, 'name': 'Informant Media', 'origin_country': ''}, {'id': 3864, 'logo_path': None, 'name': ""Butcher's Run Films"", 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6.9,457,"['Fox Searchlight Pictures', 'Informant Media', ""Butcher's Run Films""]"
2183,786,tt0181875,Almost Famous,2000-09-15,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",47383689,60000000,122,Experience it. Enjoy it. Just don't fall for it.,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band Stillwater—fronted by lead guitar Russell Hammond, and lead singer Jeff Bebe William.  A semi-autobiographical film based on director Cameron Crowe's time as a teenage writer for Rolling Stone.","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 485, 'logo_path': '/tVOP0mIeoYLua4Rw66OYNzitrrI.png', 'name': 'Vinyl Films', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/9YHAhaqpFKDq66Alz7HrYd1iM6G.png', 'name': 'DreamWorks', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.5,1291,"['Columbia Pictures', 'Vinyl Films', 'DreamWorks']"
2184,41211,tt1465487,Heartbreaker,2010-03-17,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",47355187,8700000,105,He's broken every heart except his own... until now.,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 7038, 'logo_path': '/9YDo78sKAy6xxqBwVBT2Vi9FSZl.png', 'name': 'Quad Productions', 'origin_country': 'FR'}, {'id': 7766, 'logo_path': None, 'name': 'Chaocorp', 'origin_country': ''}, {'id': 11620, 'logo_path': '/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png', 'name': 'OCS', 'origin_country': 'FR'}, {'id': 12609, 'logo_path': None, 'name': 'Banque Populaire Images 10', 'origin_country': ''}, {'id': 19957, 'logo_path': None, 'name': 'Script Associés', 'origin_country': ''}, {'id': 19959, 'logo_path': '/4hztZ0Ru3OCVDjcE8VGaHiwl4aA.png', 'name': 'A Plus Image', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'MC', 'name': 'Monaco'}]",6.6,722,"['Focus Features', 'Quad Productions', 'Chaocorp', 'OCS', 'Banque Populaire Images 10', 'Script Associés', 'A Plus Image']"
2185,152601,tt1798709,Her,2013-12-18,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",47351251,23000000,126,A Spike Jonze Love Story,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","[{'id': 13184, 'logo_path': '/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png', 'name': 'Annapurna Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 11654, 'logo_path': None, 'name': 'Ascot Elite - Ascot Life!', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7.9,7446,"['Annapurna Pictures', 'Warner Bros. Pictures', 'Ascot Elite - Ascot Life!']"
